STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
US1TXBXR297,29.5917,-98.3427,246.9,7/16/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/17/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/18/14,,,1.2,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/19/14,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/22/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/23/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/24/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/25/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/28/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/29/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/30/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/31/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/1/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/2/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/5/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/6/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/7/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/8/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/9/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/11/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/12/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/13/14,,,0.28,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/14/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/15/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/16/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/17/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/19/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/20/14,,,0.09,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/21/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/22/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/23/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/24/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/25/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/27/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/28/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/29/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/30/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/31/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/1/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/2/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/3/14,,,0.1,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/4/14,,,0.18,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/5/14,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/6/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/7/14,,,0.06,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/8/14,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/9/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/10/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/11/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/12/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/13/14,,,0.99,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/14/14,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/15/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/16/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/17/14,,,0.02,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/18/14,,,0.04,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/19/14,,,0.14,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/20/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/21/14,,,0.06,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/22/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/23/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/26/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/27/14,,,0.65,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/28/14,,,0.15,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/29/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/30/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/1/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/6/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/7/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/8/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/9/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/10/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/11/14,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/12/14,,,0.95,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/13/14,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/15/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/16/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/17/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/18/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/19/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/31/14,,,0.4,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/1/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/2/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/3/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/4/14,,,0.03,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/5/14,,,2.05,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/6/14,,,1.85,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/7/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/9/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/10/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/11/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/12/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/17/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/18/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/19/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/20/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/22/14,,,0.58,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/23/14,,,1.45,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/24/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,11/25/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,12/16/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,12/18/14,,,0.02,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,12/19/14,,,0.25,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,12/24/14,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,12/29/14,,,0.35,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/3/15,,,0.68,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/5/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/7/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/9/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/11/15,,,0.5,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/21/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/22/15,,,1.92,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/23/15,,,0.25,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,1/24/15,,,0.08,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,2/1/15,,,0.3,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,2/3/15,,,0.03,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,2/4/15,,,0.3,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,2/15/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,3/9/15,,,0.33,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,3/10/15,,,1.24,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,4/2/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/21/15,,,0.3,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/23/15,,,0.07,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/24/15,,,2.78,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/25/15,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/26/15,,,0.17,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/27/15,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/29/15,,,1.32,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/30/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,5/31/15,,,1.86,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/1/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/2/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/4/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/14/15,,,0.09,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/15/15,,,1.39,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/17/15,,,0.29,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/18/15,,,4.1,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/19/15,,,2.55,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/20/15,,,0.13,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/21/15,,,0.09,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/22/15,,,1.19,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/23/15,,,0.52,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/24/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/25/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/26/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/27/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/28/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/29/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,6/30/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/1/15,,,0.06,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/2/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/3/15,,,0.03,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/4/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/5/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/6/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/7/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/8/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/9/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/10/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/11/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/12/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/13/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/14/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/15/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/16/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/17/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/18/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/19/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/20/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/21/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/22/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/23/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/24/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/25/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,7/26/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/1/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/2/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/3/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/4/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/5/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/6/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/7/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/8/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/9/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/10/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/11/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/12/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/13/15,,,0.22,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/14/15,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/15/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/16/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/17/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/18/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/19/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/20/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/21/15,,,0.57,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/22/15,,,0.02,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/23/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/24/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/25/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/26/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/27/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/28/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/29/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/30/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,8/31/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/1/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/2/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/3/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/4/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/5/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/6/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/7/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/8/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/9/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/10/15,,,0.01,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/11/15,,,0.5,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/12/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/13/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/14/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/15/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/16/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/17/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/18/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/19/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/20/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/21/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/22/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/23/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/24/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/25/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/26/15,,,0.2,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,9/27/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/9/15,,,0.03,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/21/15,,,0,,,,,,,,,,,
US1TXBXR297,29.5917,-98.3427,246.9,10/25/15,4,4.45,,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/1/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/2/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/3/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/4/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/5/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/6/13,,,0.09,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/11/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/12/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/14/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/15/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/16/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/17/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/18/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/19/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/20/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/21/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/22/13,,,0.21,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/23/13,,,0.01,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/24/13,,,0.24,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/25/13,,,0.89,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/26/13,,,0.19,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/27/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,11/29/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/1/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/2/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/3/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/4/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/6/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/7/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/8/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/9/13,,,0.02,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/10/13,,,0.04,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/11/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/12/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/13/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/14/13,,,0.05,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/15/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/16/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/17/13,,,0,,,,,,,,,,,
US1TXCML006,29.8374,-98.3987,316.1,12/18/13,,,0,,,,,,,,,,,
